CODIGO,TÍTULO,AUTOR,EDITORIAL,ESTADO,UBICACIÓN 
DRTSC.2.489,"LOS ESTANCOS, LAS PRÁCTICAS MONOPÓLICAS Y LAS RENTAS DEL ESTADO EN EL SALVADOR","PEDRO ESCALANTE ARCE, EUGENIA LÓPEZ VELASQUEZ, SAJID ALFREDO HERRERA NENA Y OTROS AUTORES ",DIRECCIÓN DE PUBLICACIONES E IMPRESOS  (DPI),EXCELENTE ,M1C3
DRTSC.2.490,"LOS ESTANCOS, LAS PRÁCTICAS MONOPÓLICAS Y LAS RENTAS DEL ESTADO EN EL SALVADOR","PEDRO ESCALANTE ARCE, EUGENIA LÓPEZ VELASQUEZ, SAJID ALFREDO HERRERA NENA Y OTROS AUTORES ",DIRECCIÓN DE PUBLICACIONES E IMPRESOS  (DPI),EXCELENTE ,M1C3
DRTSC.2.491,"LOS ESTANCOS, LAS PRÁCTICAS MONOPÓLICAS Y LAS RENTAS DEL ESTADO EN EL SALVADOR","PEDRO ESCALANTE ARCE, EUGENIA LÓPEZ VELASQUEZ, SAJID ALFREDO HERRERA NENA Y OTROS AUTORES ",DIRECCIÓN DE PUBLICACIONES E IMPRESOS  (DPI),EXCELENTE ,M1C3
DRTSC.2.492,"INVENTARIO DE LAS CAPACIDADES TURÍSTICAS DEL MUNICIPIO DE CHILTIUPAN, DEPARTAMENTO DE LA LIBERTAD",LISSETTE CRISTALINA CANALES DE RAMÍREZ,UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1C3
DRTSC.2.493,DIRECTORIO CENTROAMERICANO DE INSTITUCIONES DE MICROFINANZAS,RED CENTROAMERICANA DE MICROFINANZAS (REDCAMIF),RED CENTROAMERICANA DE MICROFINANZAS (REDCAMIF),EXCELENTE ,M1C3
DRTSC.2.494,LEY DE FOMENTO PROTECCIÓN Y DESARROLLO PARA LA MICRO Y PEQUEÑA EMPRESA,COMISIÓN NACIONAL DE LA MICRO Y PEQUEÑA EMPRESA (CONAMYPE),CONAMYPE,EXCELENTE ,M1C3
DRTSC.2.495,"MICROFINANZAS, No. 6, MAYO 2004",IVÁN GUTIÉRREZ A.,EDITARTE,EXCELENTE ,M1C3
DRTSC.2.496,"NORMATIVA Y PERSPECTIVA DE ACCESO AL MERCADO ESTADOUNIDENSE PAR LOS SUBSECTORES DE ARTESANÍAS, MUEBLES, CONFECCIÓN Y PRODUCTOS ÉTNICOS Y NOSTÁLGICOS (INTRODUCCIÓN TEMÁTICA)",JORGE SOL,CENPROMYPE,EXCELENTE ,M1C3
DRTSC.2.497,"DESARROLLO SOSTENIBLE DE LA MICRORREGIÓN DE ALEGRÍA: MUNICIPIOS MERCEDES ALEGRÍA, MERCEDES UMAÑA, JUCUAPA, TECAPÁN, SANTIAGO MARÍA",EDUARDO SANCHO,EFG EDITORES,EXCELENTE ,M1C3
DRTSC.2.498,"DESARROLLO SOSTENIBLE DE LA MICRORREGIÓN DE ALEGRÍA: MUNICIPIOS MERCEDES ALEGRÍA, MERCEDES UMAÑA, JUCUAPA, TECAPÁN, SANTIAGO MARÍA",EDUARDO SANCHO,EFG EDITORES,EXCELENTE ,M1C3
DRTSC.2.499,"EL SALVADOR: ENFERMEDAD HOLANDESA, EDUCACIÓN Y CRECIMIENTO",MAURICIO GONZÁLEZ ORELLANA,UFG EDITORES,EXCELENTE ,M1C3
DRTSC.2.500,LA CANASTA CAMPESINA: COMASAGUA - EL SALVADOR,"CAROLINA RAQUEL SERRANO, SANDRA GUADALUPE ORDÓÑEZ Y JULIO ANTONIO SANDOVAL",TALLERES GRÁFICOS UCA,EXCELENTE ,M1C3
DRTSC.2.501,TRANSFORMACIÓN Y MODERNIZACIÓN DE CENTROAMÉRICA EN EL SIGLO XXI: UNA PROPUESTA REGIONAL,SISTEMA DE LA INTEGRACIÓN CENTROAMERICANA (SICA),IMPRENTA CRITERIO,EXCELENTE ,M1C3
DRTSC.2.502,"FOUR: EL ADN SECRETO DE AMAZON, APPLE, FACEBOOK Y GOOGLE ",SCOTT GALLOWAY,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE ,M1C3
DRTSC.2.503,DICCIONARIO DE DERECHO NOTARIAL Y REGISTRAL,LIC. RICARDO MENDOZA ORANTES,EDITORIAL JURÍDICA SALVADOREÑA,EXCELENTE ,M1C3
DRTSC.2.504,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.505,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.506,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.507,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.508,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.509,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.510,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.511,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.512,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.513,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.514,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.515,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.516,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.517,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.518,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.519,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.520,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.521,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.522,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.523,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.524,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.525,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.526,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.527,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.528,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.529,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.530,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.531,GLOSARIO DE TÉRMINOS JURÍDICOS DE LA LEPINA,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,UNIDAD TÉCNICA EJECUTIVA,EXCELENTE ,M1C4
DRTSC.2.532,INTRODUCCIÓN AL ESTUDIO DEL DERECHO,LEONEL PEREZNIETO CASTRO,EDITORIAL HARLA,EXCELENTE ,M1C4
DRTSC.2.533,MANUAL DE FILOSOFÍA DEL DERECHO,ARMANDO RIVERA BOLAÑOS,ARMANDO RIVERA BOLAÑOS,EXCELENTE ,M1C4
DRTSC.2.534,MANUAL DE FILOSOFÍA DEL DERECHO,ARMANDO RIVERA BOLAÑOS,ARMANDO RIVERA BOLAÑOS,EXCELENTE ,M1C4
DRTSC.2.535,LA JUSTICIA Y LA INJUSTICIA. PÍLDORAS DE SABIDURÍA,BRIGITTE LABBÉ  Y MICHEL PUECH,PANAMERICANA EDITORIAL,EXCELENTE ,M1C4
DRTSC.2.536,LA JUSTICIA Y LA INJUSTICIA. PÍLDORAS DE SABIDURÍA,BRIGITTE LABBÉ  Y MICHEL PUECH,PANAMERICANA EDITORIAL,EXCELENTE ,M1C4
DRTSC.2.537,CONSTITUCIÓN DE LA REPÚBLICA DE EL SALVADOR 1983. TOMO III,"DOCTOR GABRIEL MAURICIO GUTIÉRREZ CASTRO, DOCTOR  ROMEO MELARA GRANILLO",UNIDAD TÉCNICA EJECUTORA (U.T.E),EXCELENTE ,M1C4
DRTSC.2.538,"DERECHO CONSTITUCIONAL TRIBUTARIO: EL PRINCIPIO DE LA LEGALIDAD, 1883 - 1993 DIEZ AÑOS DE LA CONSTITUCIÓN DE EL SALVADOR TOMO V",ALVARO MAGAÑA,UNIDAD TÉCNICA EJECUTORA (U.T.E),EXCELENTE ,M1C4
DRTSC.2.539,"LAS CONSTITUCIONES DE LA REPÚBLICA DE EL SALVADOR 1824 - 1962, PRIMERA PARTE. TOMO II A","DOCTOR GABRIEL MAURICIO GUTIÉRREZ CASTRO, DOCTOR  ROMEO MELARA GRANILLO",UNIDAD TÉCNICA EJECUTORA (U.T.E),EXCELENTE ,M1C4
DRTSC.2.540,"LAS CONSTITUCIONES DE LA REPÚBLICA DE EL SALVADOR 1824 - 1962, SEGUNDA PARTE. TOMO II B","DOCTOR GABRIEL MAURICIO GUTIÉRREZ CASTRO, DOCTOR  ROMEO MELARA GRANILLO",UNIDAD TÉCNICA EJECUTORA (U.T.E),EXCELENTE ,M1C4
DRTSC.2.541,LAS CONSTITUCIONES DE LA REPÚBLICA FEDERAL DE CENTRO-AMERICA. TOMO I,"DOCTOR GABRIEL MAURICIO GUTIÉRREZ CASTRO, DOCTOR  ROMEO MELARA GRANILLO",UNIDAD TÉCNICA EJECUTORA (U.T.E),EXCELENTE ,M1C4
DRTSC.2.542,MI CONSTITUCIÓN CUMPLE 10 AÑOS,"DOCTOR GABRIEL MAURICIO GUTIÉRREZ CASTRO, DOCTOR  ROMEO MELARA GRANILLO",UNIDAD TÉCNICA EJECUTORA (U.T.E),EXCELENTE ,M1C4
DRTSC.2.543,NUESTRA ASAMBLEA LEGISLATIVA 1997 - 2000: GUÍA LEGISLATIVA,ASAMBLEA LEGISLATIVA,ASAMBLEA LEGISLATIVA,EXCELENTE ,M1C4
DRTSC.2.544,RECOPILACIÓN DE CONSTITUCIONES POLÍTICAS DE LOS PAÍSES MIEMBROS DEL SICA: TOMO I,ROMMELL ISMAEL SANDOVAL ROSALES,UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1C4
DRTSC.2.545,RECOPILACIÓN DE CONSTITUCIONES POLÍTICAS DE LOS PAÍSES MIEMBROS DEL SICA: TOMO II,ROMMELL ISMAEL SANDOVAL ROSALES,UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1C4
DRTSC.2.546,CONSTITUCIÓN Y LEYES PENALES CON REFORMAS INCORPORADAS 1995,LIC. RICARDO MENDOZA ORANTES,EDITORIAL JURÍDICA SALVADOREÑA,EXCELENTE ,M1C4
DRTSC.2.547,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.548,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.549,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.550,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.551,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.552,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.553,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.554,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.555,LA CONSTITUCIÓN PARA LOS NIÑOS:  Y GRANDOTES TAMBIÉN,LITO MONTALVO,LITO MONTALVO,EXCELENTE ,M1C4
DRTSC.2.556,"COMPILACIÓN DE ENSAYOS CERTAMEN NACIONAL DE INVESTIGACIÓN SOBRE NIÑEZ  Y ADOLESCENCIA 2012, 2013  Y 2014",ALBERTO QUIÑONEZ Y ALFREDO ORELLANA,ISNA EDITORES,EXCELENTE ,M1C4
DRTSC.2.557,"COMPILACIÓN DE ENSAYOS CERTAMEN NACIONAL DE INVESTIGACIÓN SOBRE NIÑEZ  Y ADOLESCENCIA 2012, 2013  Y 2014",ALBERTO QUIÑONEZ Y ALFREDO ORELLANA,ISNA EDITORES,EXCELENTE ,M1C4
DRTSC.2.558,"COMPILACIÓN DE ENSAYOS CERTAMEN NACIONAL DE INVESTIGACIÓN SOBRE NIÑEZ  Y ADOLESCENCIA 2012, 2013  Y 2014",ALBERTO QUIÑONEZ Y ALFREDO ORELLANA,ISNA EDITORES,EXCELENTE ,M1C4
DRTSC.2.559,"COMPILACIÓN DE ENSAYOS CERTAMEN NACIONAL DE INVESTIGACIÓN SOBRE NIÑEZ  Y ADOLESCENCIA 2012, 2013  Y 2014",ALBERTO QUIÑONEZ Y ALFREDO ORELLANA,ISNA EDITORES,EXCELENTE ,M1C4
DRTSC.2.560,"COMPILACIÓN DE ENSAYOS CERTAMEN NACIONAL DE INVESTIGACIÓN SOBRE NIÑEZ  Y ADOLESCENCIA 2012, 2013  Y 2014",ALBERTO QUIÑONEZ Y ALFREDO ORELLANA,ISNA EDITORES,EXCELENTE ,M1C4
DRTSC.2.561,LA PROTECCIÓN DEL BOSQUE: BIBLIOTECA JUVENIL DE ECOLOGÍA,ROSA COSTA-PAU,EDITORIAL PARRAMÓN,EXCELENTE ,M1C5
DRTSC.2.562,LEY GENERAL DE LOS DEPORTES DE EL SALVADOR,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),H,EXCELENTE ,M1C5
DRTSC.2.563,ANTEPROYECTO DEL CÓDIGO PROCESAL PENAL (TEXTO PARA  CONSULTA NACIONAL),DIRECCIÓN GENERAL DE ASISTENCIA TECNICO JURÍDICA  (DGATJ),"COMISIÓN REDACTORA DEL CÓDIGO PROCESAL PENAL , MINISTERIO DE JUSTICIA",EXCELENTE ,M1C5
DRTSC.2.564,MEMORIA DE LA II CONFERENCIA IBEROAMERICANA SOBRE REFORMA DE LA JUSTICIA PENAL ,CENTRO DE INVESTIGACIÓN Y CAPACITACIÓN DEL PROYECTO DE REFORMA JUDICIAL,CENTRO DE INVESTIGACIÓN Y CAPACITACIÓN DEL PROYECTO DE REFORMA JUDICIAL,EXCELENTE ,M1C5
DRTSC.2.565,"MEMORIA ""CONFERENCIA IBEROAMERICANA SOBRE REFORMA DE LA JUSTICIA PENAL"" ",MINISTERIO DE JUSTICIA,MINISTERIO DE JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.566,HOMENAJE A LOS DIEZ AÑOS DE VIGENCIA DE LA LEY PENAL JUVENIL,JAIME EMMANUEL VALLE TORRES,COMISIÓN COORDINADORA DEL SECTOR JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.567,LEY ORGÁNICA JUDICIAL,CORTE SUPREMA DE JUSTICIA,CORTE  SUPREMA DE JUSTICIA SECCIÓN DE PUBLICACIONES,EXCELENTE ,M1C5
DRTSC.2.568,REGLAMENTO ESPECIAL PARA EL PROCESO DE ELECCIÓN DE LOS CANDIDATOS A MAGISTRADOS DE LA CORTE SUPREMA DE JUSTICIA PROPUESTOS POR LAS ENTIDADES REPRESENTATIVAS DE LOS ABOGADOS A CELEBRARSE EN EL AÑO 2006,FEDERACIÓN DE ASOCIACIONES DE ABOGADOS DE EL SALVADOR (FEDAES),CORTE  SUPREMA DE JUSTICIA SECCIÓN DE PUBLICACIONES,EXCELENTE ,M1C5
DRTSC.2.569,REGLAMENTO ESPECIAL PARA EL PROCESO DE ELECCIÓN DE LOS CANDIDATOS A MAGISTRADOS DE LA CORTE SUPREMA DE JUSTICIA PROPUESTOS POR LAS ENTIDADES REPRESENTATIVAS DE LOS ABOGADOS A CELEBRARSE EN EL AÑO 2006,FEDERACIÓN DE ASOCIACIONES DE ABOGADOS DE EL SALVADOR (FEDAES),CORTE  SUPREMA DE JUSTICIA SECCIÓN DE PUBLICACIONES,EXCELENTE ,M1C5
DRTSC.2.570,LEY GENERAL DE JUVENTUD Y REGLAMENTO,INSTITUTO NACIONAL DE LA JUVENTUD,IMPRENTA NACIONAL,EXCELENTE ,M1C5
DRTSC.2.571,LEY GENERAL DE JUVENTUD Y REGLAMENTO,INSTITUTO NACIONAL DE LA JUVENTUD,IMPRENTA NACIONAL,EXCELENTE ,M1C5
DRTSC.2.572,LEY GENERAL DE JUVENTUD Y REGLAMENTO,INSTITUTO NACIONAL DE LA JUVENTUD,IMPRENTA NACIONAL,EXCELENTE ,M1C5
DRTSC.2.573,LEY GENERAL DE JUVENTUD Y REGLAMENTO,INSTITUTO NACIONAL DE LA JUVENTUD,IMPRENTA NACIONAL,EXCELENTE ,M1C5
DRTSC.2.574,LEY GENERAL DE JUVENTUD Y REGLAMENTO,INSTITUTO NACIONAL DE LA JUVENTUD,IMPRENTA NACIONAL,EXCELENTE ,M1C5
DRTSC.2.575,LEY ESPECIAL CONTRA LA TRATA DE PERSONAS DE EL SALVADOR Y SU REGLAMENTO,CONSEJO NACIONAL CONTRA LA TRATA DE PERSONAS  EL SALVADOR,TALLERES GRÁFICOS UCA,EXCELENTE ,M1C5
DRTSC.2.576,GUÍA PARA EL ESTUDIO DE LOS CONTRATOS CIVILES Y DE COMERCIO MODERNO,S/A,S/E,EXCELENTE ,M1C5
DRTSC.2.577,LAS MARCAS Y OTROS SIGNOS DISTINTIVOS: EL SALVADOR,"REGISTRO DE LA PROPIEDAD INTELECTUAL, CENTRO NACIONAL DE REGISTROS (CNR)",SECRETARÍA DE INTEGRACIÓN ECONÓMICA,EXCELENTE ,M1C5
DRTSC.2.578,NOCIONES DE DERECHO HEREDITARIO,ROBERTO ROMERO CARRILLO,MINISTERIO DE SEGURIDAD PÚBLICA Y JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.579,NOCIONES DE DERECHO HEREDITARIO,ROBERTO ROMERO CARRILLO,MINISTERIO DE SEGURIDAD PÚBLICA Y JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.580,"LEY DE FOMENTO, PROTECCIÓN Y DESARROLLO PARA LA MICRO Y PEQUEÑA EMPRESA",CONAMYPE,-,EXCELENTE ,M1C5
DRTSC.2.581,BASES PARA UN SISTEMA DE PRECEDENTES JUDICIALES,LUIS GUILHERME MARINONI,EDITORIAL CUSCATLECA,EXCELENTE ,M1C5
DRTSC.2.582,TEORÍA GENERAL DE LAS OBLIGACIONES: ADAPTADA A LA LEGISLACIÓN SALVADOREÑA POR EL DR. ATILIO RIGOBERTO QUINTANILLA,ATILIO RIGOBERTO QUINTANILLA,S/E,EXCELENTE ,M1C5
DRTSC.2.583,LEY TRANSITORIA PARA REGULAR LA TRAMITACIÓN DE LOS PROCESOS PENALES Y OCURSOS DE GRACIA INICIADOS ANTES DEL 20 DE ABRIL DE 1998 Y REFORMAS A LA LEY ORGÁNICA JUDICIAL,CORTE SUPREMA DE JUSTICIA,CORTE SUPREMA DE JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.584,LEY DE INTERMEDIARIOS FINANCIEROS NO BANCARIOS,ASAMBLEA LEGISLATIVA DE EL SALVADOR ,SUPERINTENDENCIA DEL SISTEMA FINANCIERO,EXCELENTE ,M1C5
DRTSC.2.585,LEY GENERAL TRIBUTARIA MUNICIPAL,DR. GUILLERMO MANUEL UNGO,FUNDAUNGO,EXCELENTE ,M1C5
DRTSC.2.586,CÓDIGO DE FAMILIA / LEY PROCESAL DE FAMILIA,CORTE SUPREMA DE JUSTICIA,SECCIÓN DE PUBLICACIONES DE LA CORTE SUPREMA DE JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.587,DIVULGACIÓN DE LOS DERECHOS DE LA MUJER: PARA UN LIDERAZGO EFECTIVO,COMISIÓN INTERAMERICANA DE MUJERES DELEGACIÓN DE EL SALVADOR ANTE LA OEA,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA (UTE),EXCELENTE ,M1C5
DRTSC.2.588,LÍNEAS Y CRITERIOS JURISPRUDENCIALES DE CONFLICTOS DE COMPETENCIA EN MATERIAS DE DERECHO PRIVADO Y SOCIAL 2018 - 2020,CORTE SUPREMA DE JUSTICIA,CORTE SUPREMA DE JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.589,LÍNEAS Y CRITERIOS JURISPRUDENCIALES DE LA SALA CIVIL 2018,CORTE SUPREMA DE JUSTICIA,CORTE SUPREMA DE JUSTICIA,EXCELENTE ,M1C5
DRTSC.2.590,LEY DE ACCESO A LA INFORMACIÓN PÚBLICA (LAIP),UNIDAD TÉCNICA EJECUTIVA DEL SECTOR JUSTICIA,"JOSÉ SALOMÓN PADILLA, JOSÉ RICARDO PERDOMO, LUIS ANTONIO MARTÍNEZ GONZÁLEZ",EXCELENTE ,M1C5
DRTSC.2.591,LEY DE BANCOS,SUPERINTENDENCIA DEL SISTEMA FINANCIERO (SSF),EDITORIAL MAYA,EXCELENTE ,M1C5
DRTSC.2.592,"LEY DE IGUALDAD, EQUIDAD Y ERRADICACIÓN DE LA DISCRIMINACIÓN CONTRA LAS MUJERES",ASAMBLEA LEGISLATIVA DE EL SALVADOR,MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL,EXCELENTE ,M1C5
DRTSC.2.593,"LEY DE IGUALDAD, EQUIDAD Y ERRADICACIÓN DE LA DISCRIMINACIÓN CONTRA LAS MUJERES",ASAMBLEA LEGISLATIVA DE EL SALVADOR,MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL,EXCELENTE ,M1C5
DRTSC.2.594,LEY DE SOCIEDADES DE SEGUROS Y SU REGLAMENTO,SUPERINTENDENCIA DEL SISTEMA FINANCIERO (SSF),EDITORIAL MAYA,EXCELENTE ,M1C5
DRTSC.2.595,NORMATIVA TÉCNICA SALVADOREÑA NTS 11.69.01:14. ACCESIBILIDAD AL MEDIO FÍSICO. URBANISMO Y ARQUITECTURA. REQUISITOS,ORGANISMO SALVADOREÑO DE NORMALIZACIÓN (OSN),ORGANISMO SALVADOREÑO DE NORMALIZACIÓN (OSN),EXCELENTE ,M1C5
DRTSC.2.596,NUEVO CÓDIGO PROCESAL PENAL,LI. RICARDO MENDOZA ORANTES,EDITORIAL JURÍDICA SALVADOREÑA,EXCELENTE ,M1C5
DRTSC.2.597,RECOPILACIÓN DE NORMATIVA DE NIÑEZ Y ADOLESCENCIA EN EL SALVADOR,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),UNICEF EL SALVADOR,EXCELENTE ,M1C5
DRTSC.2.598,RECOPILACIÓN DE NORMATIVAS NACIONALES E INTERNACIONALES RELACIONADAS A LA PERSONA ADULTA MAYOR,SECRETARIA DE INCLUSIÓN SOCIAL / DIRECCIÓN DE PERSONAL ADULTAS MAYORES,- ,EXCELENTE ,M1C5
DRTSC.2.599,HACIA LA CONSTRUCCIÓN DEL DESARROLLO LOCAL Y LA DESCENTRALIZACIÓN DEL ESTADO: UNA PROPUESTA A LA NACIÓN,RED PARA EL DESARROLLO LOCAL (RDL),RED PARA EL DESARROLLO LOCAL (RDL),EXCELENTE ,M1C5
DRTSC.2.600,PARTICIPACIÓN Y PLANEACIÓN: HERRAMIENTAS PARA FORTALECER LA DEMOCRACIA,JOSÉ MIGUEL VILLARREAL BARÓN,EDITORIAL TIEMPO DE LEER,EXCELENTE ,M1C5
DRTSC.2.601,PARTICIPACIÓN Y PLANEACIÓN: HERRAMIENTAS PARA FORTALECER LA DEMOCRACIA,JOSÉ MIGUEL VILLARREAL BARÓN,EDITORIAL TIEMPO DE LEER,EXCELENTE ,M1C5
